Page,Page_Title,Pageviews,,,,,,,,
/News/2017/July/13/Synchro-Divers-Dorman-Hixon-Won-Olympic-Silver-In-Their-Second-Meet-Together/,"Synchro Divers Dorman, Hixon Won Olympic Silver In Their Second Meet Together. What Will They Accomplish At Worlds?",22,,,,,,,,
/News/2017/June/19/20-Things-We-Learned-About-Team-USA-This-Week/,20 Things We Learned About Team USA This Week,22,,,,,,,,
/News/2017/June/22/Pregnant-Alysia-Montano-Is-Litera/,Page not found,22,,,,,,,,
/News/2017/March/15/Meet-The-6-US-Olympic-Champions-Up-For-This-Years-AAU-Sullivan-Award/,Meet The 6 U.S. Olympic Champions Up For This Year's AAU Sullivan Award,22,,,,,,,,
/News/2017/March/17/Red-White-Trending-March-10-16/,"Red, White & Trending: March 10-16",22,,,,,,,,
/News/2017/March/18/Morgan-Hurd-Earns-All-Around-Bronze-At-Stuttgart-World-Cup-In-Her-International-Debut/,Morgan Hurd Earns All-Around Bronze At Stuttgart World Cup In Her International Debut,22,,,,,,,,
/News/2017/March/21/Nancy-Kerrigan-Blogs-About-Her-First-Night-Of-Dancing-With-The-Stars/,"Nancy Kerrigan Blogs About Her First Night Of “Dancing With The Stars""",22,,,,,,,,
/News/2017/March/23/Barely-Teenagers-These-12-Athletes-Are-Team-USAs-Youngest-Female-Olympic-Medalists-Ever/,"Barely Teenagers, These 12 Athletes Are Team USA’s Youngest Female Olympic Medalists Ever",22,,,,,,,,
/News/2017/May/03/Trending-Up-The-US-Mens-Hockey-Team-Looks-For-First-World-Title-Since-1960/,"Trending Up, The U.S. Men’s Hockey Team Looks For First World Title Since 1960",22,,,,,,,,
/News/2017/May/07/Team-USA-Women-Win-Water-Polo-Silver-First-Major-Loss-At-A-Tournament-In-4-Years/,"Team USA Women Win Water Polo Silver, First Major Loss At A Tournament In 4 Years",22,,,,,,,,
/news/2017/may/09/who-to-watch-at-the-usa-volleyball-collegiate-beach-championships/,Who To Watch At The USA Volleyball Collegiate Beach Championships,22,,,,,,,,
/News/2017/May/12/Katie-Zaferes-And-Kirsten-Kasper-Finish-2-3-At-World-Triathlon-Series-In-Yokohama/,Katie Zaferes And Kirsten Kasper Finish 2-3 At World Triathlon Series In Yokohama,22,,,,,,,,
/News/2017/May/20/Jordan-Wilimovsky-Ashley-Twichell-Win-At-US-Open-Water-Swimming-Nationals/,"Jordan Wilimovsky, Ashley Twichell Win At U.S. Open Water Swimming Nationals",22,,,,,,,,
/News/2017/May/23/Oregons-Rhesa-Foster-Joined-Elite-Company-With-Her-Pac-12-Winning-Long-Jump/,Oregon’s Rhesa Foster Joined Elite Company With Her Pac-12-Winning Long Jump,22,,,,,,,,
/News/2017/May/23/Ultimate-Team-Effort-Pushed-US-Womens-Tennis-Team-To-First-Fed-Cup-Final-In-7-Years/,"Ultimate Team Effort Pushed U.S. Women’s Tennis Team To First Fed Cup Final In 7 Years, presented by Ultimate Software",22,,,,,,,,
/News/2017/May/24/Serena-Williams-Accepts-New-Challenge-Diversifying-Silicon-Valley/,Serena Williams Accepts New Challenge – Diversifying Silicon Valley,22,,,,,,,,
/News/2017/May/25/With-Stars-Missing-French-Open-Could-Be-A-Breakout-Opportunity-For-Team-USA/,"With Stars Missing, French Open Could Be A Breakout Opportunity For Team USA",22,,,,,,,,
/News/2017/May/26/Five-For-Friday-Rugby/,Five For Friday: Rugby,22,,,,,,,,
/News/2017/May/26/Five-For-Friday-Table-Tennis/,Five For Friday: Table Tennis,22,,,,,,,,
/News/2017/May/29/18-Things-We-Learned-About-Team-USA-Last-Week/,18 Things We Learned About Team USA Last Week,22,,,,,,,,
/News/2017/May/31/The-US-Olympic-Committee-Announces-Search-For-The-Next/,Page not found,22,,,,,,,,
/translate_c?depth=1&hl=es&prev=search&rurl=translate.google.com.mx&sl=en&sp=nmt4&u=http://www.teamusa.org/News/2017/July/09/Allyson-Felix-Runs-Fastest-400-Meter-In-The-World-On-World-Championships-Track&usg=ALkJrhixSmVwNqsUBOOhJ3zueX8oPKAGmw,Allyson Felix corre más rápido de 400 metros en el mundo en pista de campeonatos del mundo,22,,,,,,,,
/News/2017/April/02/At-Last-McLain-Ward-Wins-World-Cup-Jumping-Final-On-His-17th-Try/,At Last: McLain Ward Wins World Cup Jumping Final On His 17th Try,15,,,,,,,,
/News/2017/April/07/In-Overtime-Victory-Team-USA-Claims-First-Womens-Hockey-World-Title-On-Home-Ice/,"In Overtime Victory, Team USA Claims First Women’s Hockey World Title On Home Ice",15,,,,,,,,
/News/2017/April/10/What-Keeps-This-4-Time-Olympic-Silver-Medalist-Track-Cyclist-Hammering-Away/,What Keeps This 4-Time Olympic Silver Medalist Track Cyclist ‘Hammering’ Away?,15,,,,,,,,
/News/2017/April/13/After-Surgeries-For-Blood-Clots-Tatyana-McFadden-Is-Refocused-On-Boston-Marathon/,"After Surgeries For Blood Clots, Tatyana McFadden Is Refocused On Boston Marathon",15,,,,,,,,
/News/2017/April/13/Olympians-Win-Seven-Of-Eight-Event-Finals-On-First-Night-Of-Arena-Pro-Swim-Series-At-Mesa/,Olympians Win Seven Of Eight Event Finals On First Night Of Arena Pro Swim Series At Mesa,15,,,,,,,,
/News/2017/April/14/Katie-Ledecky-And-Simone-Manuel-Earn-Second-Wins-At-Arena-Pro-Swim-Series-At-Mesa/,Katie Ledecky And Simone Manuel Earn Second Wins At Arena Pro Swim Series At Mesa,15,,,,,,,,
/News/2017/April/14/USA-Hockey-Invites-42-Players-To-US-Womens-National-Team-Selection-Camp/,USA Hockey Invites 42 Players To U.S. Women's National Team Selection Camp,15,,,,,,,,
/News/2017/April/17/Pole-Vaulter-Derek-Miles-Awarded-Olympic-Bronze-Medal-For-2008-Beijing-Games/,Pole Vaulter Derek Miles Awarded Olympic Bronze Medal For 2008 Beijing Games,15,,,,,,,,
/News/2017/April/23/US-Olympic-Committee-Statement-On-The-Passing-Of-USA-Swimming-Executive-Director-Chuck-Wielgus/,U.S. Olympic Committee Statement On The Passing Of USA Swimming Executive Director Chuck Wielgus,15,,,,,,,,
/News/2017/April/26/5-Reasons-Everyone-Can-Look-Up-To-Marcus-Stroman/,5 Reasons Everyone Can Look Up To Marcus Stroman,15,,,,,,,,
/News/2017/February/01/Paralympic-Snowboarder-Mike-Minor-Is-Ready-For-A-Major-Impact-At-World-Championships-Debut/,Para Snowboarder Mike Minor Is Ready For A Major Impact At World Championships Debut,15,,,,,,,,
/News/2017/February/02/After-Missing-The-Olympic-Team-Fencer-Nicole-Ross-Medaled-At-3-Of-3-International-Tournaments/,"After Missing The Olympic Team, Fencer Nicole Ross Medaled At 3 Of 3 International Tournaments",15,,,,,,,,
/News/2017/February/03/Five-For-Friday-Para-Snowboard/,Five For Friday: Para Snowboarding,15,,,,,,,,
/News/2017/February/03/Five-For-Friday-Snowboarding-Freeskiing/,Five For Friday: Snowboarding/Freeskiing,15,,,,,,,,
/News/2017/February/04/Kiley-McKinnon-Finishes-Second-At-Aerials-World-Cup-Kicks-Off-Olympic-Qualifying-For-Team-USA/,"Kiley McKinnon Finishes Second At Aerials World Cup, Kicks Off Olympic Qualifying For Team USA",15,,,,,,,,
/News/2017/February/05/Steven-Holcomb-And-Crew-Find-Their-Groove-Earn-First-Four-Man-Medal-On-European-Track-In-3-Years/,"Steven Holcomb And Crew Find Their Groove, Earn First Four-Man Medal On European Track In 3 Years",15,,,,,,,,
/News/2017/February/06/TeamUSAs-Tweets-Of-The-Week/,#TeamUSA's Tweets Of The Week,15,,,,,,,,
/News/2017/February/06/USOC-Marks-One-Year-Countdown-To-Olympic-Winter-Games-PyeongChang-2018-On-Feb-8/,U.S. Olympic Committee Marks One-Year Countdown To Olympic Winter Games PyeongChang 2018 With Global Celebration On Feb. 8,15,,,,,,,,
/News/2017/February/07/Tim-Burke-This-Is-Team-USAs-Best-Biathlon-Team-Ever-Going-Into-Worlds/,Tim Burke: This Is Team USA's Best Biathlon Team Ever Going Into Worlds,15,,,,,,,,
/News/2017/February/08/Shaun-White-Considers-Competing-In-Skateboarding-At-Its-Olympic-Debut-In-2020/,Shaun White Considers Competing In Skateboarding At Its Olympic Debut In 2020,15,,,,,,,,
/News/2017/February/10/Five-For-Friday-Beach-Volleyball/,Five For Friday: Beach Volleyball,15,,,,,,,,
/News/2017/February/10/Five-For-Friday-Freestyle-Skiing/,Five For Friday: Freestyle Skiing,15,,,,,,,,
/News/2017/February/10/Five-For-Friday-Long-Track-Speedskating/,Five For Friday: Long Track Speedskating,15,,,,,,,,
/News/2017/February/11/Heather-Bergsma-Wins-First-1000-Meter-Speedskating-World-Title-In-Dominating-Fashion/,"Heather Bergsma Wins First 1,000-Meter Speedskating World Title In Dominating Fashion",15,,,,,,,,
/News/2017/February/14/More-Than-Two-Dozen-US-Youth-Olympians-Look-To-Make-The-Jump-To-Olympians-In-2018/,More Than Two Dozen U.S. Youth Olympians Look To Make The Jump To Olympians In 2018,15,,,,,,,,
/News/2017/February/15/Olympic-Silver-Medalist-Brett-McClure-Chosen-To-Direct-USA-Gymnastics-Mens-Program/,Olympic Silver Medalist Brett McClure Chosen To Direct USA Gymnastics’ Men’s Program,15,,,,,,,,
/News/2017/February/16/Team-USAs-Sochi-Fourth-Place-Finishers-Are-Driven-To-Reach-The-Podium-At-PyeongChang-Olympics/,Team USA’s Sochi Fourth-Place Finishers Are Driven To Reach The Podium At PyeongChang Olympics,15,,,,,,,,
/News/2017/February/22/18-Influential-Black-Athletes-In-US-Olympic-History?source=mktgFebnewsletter,18 Influential Black Athletes In U.S. Olympic History,15,,,,,,,,
/News/2017/February/23/Olympians-Contributions-Featured-Prominently-In-National-Museum-Of-African-American-History?source=mktgFebnewsletter,Olympians’ Contributions Featured Prominently In National Museum Of African American History And Culture,15,,,,,,,,
/News/2017/February/23/Tania-Prymak-Is-Likely-To-Be-The-First-US-Woman-To-Compete-In-Olympic-Skicross/,Tania Prymak Is Likely To Be The First U.S. Woman To Compete In Olympic Skicross,15,,,,,,,,
/News/2017/February/24/Team-USA-Seminar-Leads-To-Paralympian-Ryan-Boyles-Reunion-With-Life-Saving-Doctors/,Team USA Seminar Leads To Paralympian Ryan Boyle’s Reunion With Life-Saving Doctors,15,,,,,,,,
/News/2017/January/06/Five-For-Friday-Bobsled-Skeleton/,Five For Friday: Bobsled/Skeleton,15,,,,,,,,
/News/2017/January/10/Carli-Lloyd-Wins-Second-Straight-FIFA-Player-Of-The-Year-Award/,Carli Lloyd Wins Second Straight FIFA Player Of The Year Award,15,,,,,,,,
/News/2017/January/11/Chuck-Wielgus-Announces-Retirement-After-20-Years-As-USA-Swimming-Executive-Director/,Chuck Wielgus Announces Retirement After 20 Years As USA Swimming Executive Director,15,,,,,,,,
/News/2017/January/11/Debunking-10-Common-Myths-About-The-Paralympics/,Debunking 10 Common Myths About The Paralympics,15,,,,,,,,
/News/2017/January/12/Dave-Ogrean-Announces-Retirement-After-Combined-18-Years-As-USA-Hockey-Executive-Director/,Dave Ogrean Announces Retirement After Combined 18 Years As USA Hockey Executive Director,15,,,,,,,,
/News/2017/January/20/Five-For-Friday-Bobsled-Skeleton/,Five For Friday: Bobsled/Skeleton,15,,,,,,,,
/News/2017/January/20/Five-For-Friday-Figure-Skating/,Five For Friday: Figure Skating,15,,,,,,,,
/News/2017/January/20/Five-For-Friday-Snowboarding/,Five For Friday: Snowboarding,15,,,,,,,,
/News/2017/January/20/Gwen-Jorgensen-Announces-Pregnancy--Confirms-Tokyo-2020-Aspirations/,"Gwen Jorgensen Announces Pregnancy, Confirms Tokyo 2020 Aspirations",15,,,,,,,,
/News/2017/January/20/Karen-Chen-Is-Surprise-Leader-After-US-Championships-Short-Program/,"Karen Chen Is Surprise Leader After U.S. Championships Short Program, Followed By Olympians Nagasu And Wagner",15,,,,,,,,
/News/2017/January/20/Maia-And-Alex-Shibutani-Break-Davis-And-Whites-Short-Dance-Record-At-US-Figure-Skating-Championships/,Maia And Alex Shibutani Break Davis And White’s Short Dance Record At U.S. Figure Skating Championships,15,,,,,,,,
,,,,,,,,,,
Day Index,Pageviews,,,,,,,,,
6/1/2017,"3,737",,,,,,,,,
6/2/2017,"4,122",,,,,,,,,
6/3/2017,"2,904",,,,,,,,,
6/4/2017,"9,035",,,,,,,,,
6/5/2017,"5,858",,,,,,,,,
6/6/2017,"6,751",,,,,,,,,
6/7/2017,"5,051",,,,,,,,,
6/8/2017,"5,413",,,,,,,,,
6/9/2017,"9,790",,,,,,,,,
6/10/2017,"4,945",,,,,,,,,
6/11/2017,"4,896",,,,,,,,,
6/12/2017,"4,349",,,,,,,,,
6/13/2017,"4,562",,,,,,,,,
6/14/2017,"3,256",,,,,,,,,
6/15/2017,"4,171",,,,,,,,,
6/16/2017,"4,377",,,,,,,,,
6/17/2017,"2,690",,,,,,,,,
6/18/2017,"5,888",,,,,,,,,
6/19/2017,"8,231",,,,,,,,,
6/20/2017,"7,656",,,,,,,,,
6/21/2017,"4,812",,,,,,,,,
6/22/2017,"12,426",,,,,,,,,
6/23/2017,"35,274",,,,,,,,,
6/24/2017,"12,282",,,,,,,,,
6/25/2017,"8,645",,,,,,,,,
6/26/2017,"10,024",,,,,,,,,
6/27/2017,"9,599",,,,,,,,,
6/28/2017,"7,120",,,,,,,,,
6/29/2017,"5,898",,,,,,,,,
6/30/2017,"10,303",,,,,,,,,
7/1/2017,"6,832",,,,,,,,,
7/2/2017,"6,437",,,,,,,,,
7/3/2017,"6,123",,,,,,,,,
7/4/2017,"3,345",,,,,,,,,
7/5/2017,"10,766",,,,,,,,,
7/6/2017,"9,662",,,,,,,,,
7/7/2017,"9,129",,,,,,,,,
7/8/2017,"4,187",,,,,,,,,
7/9/2017,"9,869",,,,,,,,,
7/10/2017,"16,160",,,,,,,,,
7/11/2017,"12,595",,,,,,,,,
7/12/2017,"11,010",,,,,,,,,
7/13/2017,"11,089",,,,,,,,,
7/14/2017,"4,925",,,,,,,,,
7/15/2017,"5,266",,,,,,,,,
7/16/2017,"21,601",,,,,,,,,
7/17/2017,"28,277",,,,,,,,,
7/18/2017,"6,857",,,,,,,,,
,"408,195",,,,,,,,,
